#OTU ID	Water.Nereotest.Nereo.4	Water.Nereotest.Nereo.5	Water.Nereotest.Nereo.1	Water.Nereotest.Nereo.2	Water.Nereotest.Nereo.3	ExN.Nereotest.Nereo.4	ExN.Nereotest.Nereo.5	Water.Environmental.StarfishOuter.3	Water.Environmental.StarfishOuter.2	Water.Environmental.StarfishOuter.1	ExN.Nereotest.Nereo.3	NEG.CON	Nereo.Loneincube.Nereo.2	Nereo.Loneincube.Nereo.3	Nereo.Loneincube.Nereo.1	Nereo.Loneincube.Nereo.4	Nereo.Loneincube.Nereo.5	Nereocystis.Environmental.StarfishInner.4	Nereocystis.Environmental.StarfishInner.3	Nereocystis.Environmental.StarfishInner.2	Nereocystis.Environmental.StarfishInner.1	E.CON	Water.Nereotest.ExN.2	Water.Nereotest.ExN.3	Water.Nereotest.ExN.1	Nereocystis.Environmental.StarfishOuter3.2	Water.Nereotest.ExN.4	Water.Nereotest.ExN.5	ExN.Nereotest.NereoMast.5	ExN.Nereotest.NereoMast.4	ExN.Nereotest.NereoMast.3	ExN.Nereotest.NereoMast.2	ExN.Nereotest.NereoMast.1	Water.Nereotest.Mast.1	Water.Nereotest.Mast.3	Water.Nereotest.Mast.2	Water.Nereotest.Mast.5	Water.Nereotest.Mast.4	Mast.Environmental.Brockton.4	Mast.Environmental.Brockton.5	Mast.Environmental.Brockton.2	Mast.Environmental.Brockton.3	Mast.Environmental.Brockton.1	Nereocystis.Environmental.StarfishOuter5.4	ExN.Nereotest.Mast.4	ExN.Nereotest.ExN.4	ExN.Nereotest.ExN.5	ExN.Nereotest.ExN.2	ExN.Nereotest.ExN.3	ExN.Nereotest.ExN.1	ExN.Nereotest.Nereo.1	Mast.Loneincube.Mast.2	Mast.Loneincube.Mast.3	Mast.Loneincube.Mast.1	ExN.Nereotest.Nereo.2	Mast.Loneincube.Mast.4	Mast.Loneincube.Mast.5	water.Loneincube.Nereo.1	water.Loneincube.Nereo.2	water.Loneincube.Nereo.3	water.Loneincube.Nereo.4	NEG.CON2	Water.Environmental.StarfishInner.2	Water.Environmental.StarfishInner.3	Water.Environmental.StarfishInner.1	Nereocystis.Environmental.StarfishOuter2.1	YoungNereo.Environmental.Brockton.1	YoungNereo.Environmental.Brockton.2	YoungNereo.Environmental.Brockton.3	YoungNereo.Environmental.Brockton.4	YoungNereo.Environmental.Brockton.5	water.Loneincube.Mast.1	water.Loneincube.Mast.3	water.Loneincube.Mast.2	water.Loneincube.Mast.5	water.Loneincube.Mast.4	Water.Nereotest.H2O.1	Water.Nereotest.H2O.2	Water.Nereotest.H2O.3	Water.Nereotest.H2O.4	Water.Nereotest.H2O.5	Water.Nereotest.NereoMast.5	Water.Nereotest.NereoMast.4	Water.Nereotest.NereoMast.3	Water.Nereotest.NereoMast.2	Water.Nereotest.NereoMast.1	ExN.Nereotest.Mast.5	OldNereo.Environmental.Brockton.5	ExN.Nereotest.Mast.1	ExN.Nereotest.Mast.3	ExN.Nereotest.Mast.2	OldNereo.Environmental.Brockton.1	OldNereo.Environmental.Brockton.3	OldNereo.Environmental.Brockton.2	Nereocystis.Environmental.StarfishOuter4.3	OldNereo.Environmental.Brockton.4	taxonomy
20446	0.00225631768953	0.000635727908455	0.0017400348007	0.000354395239291	0.0217780840799	0.000199362041467	0.000165384933433	0.0	0.0	0.0	0.000836370153534	0.0	0.00658519403351	0.000660335827935	0.00621807218826	0.00154742399417	0.00172860847018	0.0	0.0	0.0	0.000587026709715	0.00862895493768	0.000152965342424	0.00010964511531	0.00233882135713	0.0	0.000296323733679	0.00161598354635	0.000167824656799	0.00169594712124	0.000294825807086	3.98446060365e-05	0.0172739756015	0.0	0.000128238009746	0.000338375796178	0.00095811661648	0.000224111159135	0.0	0.0	0.0	0.0	0.0	0.0	6.55866727881e-05	0.0	0.000165766789808	2.53832876434e-05	6.21859608975e-05	0.0	0.0	5.68957669549e-05	0.000167509799323	0.00013716793928	2.0179598426e-05	0.0	0.000772244944656	0.000471554187124	0.0	0.000363680446115	4.6403712297e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64365548981e-05	0.000489065884161	0.0	0.00150342028114	0.00147221199853	0.0	0.00016318537859	0.000228795554829	0.000135333694223	0.00316703995891	0.00439975969184	8.75733426745e-05	0.012957563978	0.0	0.000782625709255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00133244503664	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Ascidiaceihabitans; __uncultured_bacterium
19961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00355470782036	0.00225988700565	0.0	0.0	0.0	0.0	2.09362699941e-05	0.0	0.0	3.62043372796e-05	1.59418441525e-05	0.000228937728938	0.0	0.0	0.0	0.0	0.0	1.94825436409e-05	0.0	2.93815190245e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000451467268623	0.0	0.000230840258541	0.0	0.000130327121074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00175154944759	0.00345050679319	0.0	0.0	0.0	5.11495869671e-05	0.0	1.53371880799e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75263333158e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3469770935e-05	0.0	0.0	0.0	0.0	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Formosa
1853	1.73562899195e-05	2.82545737091e-05	4.0000800016e-05	8.85988098227e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000888235474287	3.1444563235e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000293513354858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.98446060365e-05	0.0	0.0	0.0	0.0	1.36873802354e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.14452928536e-05	0.0	0.0	0.0	0.000776677484674	0.0	0.00521275306098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09494280806e-05	0.0	8.39983200336e-06	0.000858737655646	0.0	1.64365548981e-05	0.000349332774401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42659457609e-05	0.0	1.45955571124e-05	9.25540284141e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
11829	0.000572757567342	0.000452073179346	0.00142002840057	0.00054635932724	0.00454858718125	0.00109649122807	0.000372116100223	0.0	0.0	0.0	0.000716888703029	0.00135317997294	0.000459432141873	0.0	0.000104681349971	0.000182049881668	0.0	0.0	0.0	0.0	0.0	0.0	0.000568156986146	0.00142538649903	0.00392368056624	0.0	0.00275951476989	0.00268840899074	0.000268519450878	0.000695773177944	0.000442238710628	0.000139456121128	0.000696531274254	0.000524658971668	0.000534325040609	0.00171178343949	0.0015466739666	0.000720357297219	0.0	0.0	0.0	5.30644733351e-05	0.0	0.0	0.00321374696662	0.000315556958031	0.000568343279341	9.30720546925e-05	0.000211432267051	0.000843525938423	0.000691562932227	0.0	0.0	0.0	0.000161436787408	0.0	0.0	0.0	0.0	0.000181840223057	9.2807424594e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.28482842418e-05	0.0	0.0	0.0	0.0	0.0	0.000349332774401	0.0	0.0010523941968	0.0142313826524	0.0	0.000571148825065	6.53701585226e-05	0.000464001237337	0.000627701613478	0.00632575891437	0.0014157690399	0.00323939099449	0.0	0.0	0.0	0.000150466445983	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Alteromonadaceae; __Marinobacter; __uncultured_Marinobacter_sp.
11828	0.000121494029436	0.000282545737091	0.00232004640093	0.000206730556253	0.0	0.000996810207337	8.26924667163e-05	0.0	0.0	0.0	0.00436107294343	0.00270635994587	0.0	0.0	0.0	9.10249408338e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.74087670993e-05	0.0	0.000107708878289	0.0	0.0495786646912	0.01023945938	0.000771993421273	0.000130457470864	0.000294825807086	3.98446060365e-05	0.00714442078449	0.00419727177335	0.00318457724203	0.00457802547771	0.0032849712565	0.00062430965759	0.0	0.0	0.0	0.0	0.0	0.0	0.00308257362104	0.00189334174819	0.00137349625841	4.23054794057e-05	7.4623153077e-05	0.00154646422044	0.000691562932227	0.0	3.35019598647e-05	0.0	0.000322873574816	0.0	0.0	0.0	0.00151400454201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09494280806e-05	0.0	0.0	0.0	0.000501253132832	1.64365548981e-05	0.0	0.0	0.0163872810644	0.00115673799884	0.00355871886121	0.000734334203655	0.0776597483249	0.000580001546671	0.000242521077935	0.00341025550412	0.00132819569723	0.0120320236938	1.8698578908e-05	0.0013695949912	0.0	0.000639482395426	0.000756429652042	0.0	0.0	0.0	0.0	0.0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Oceanospirillales; __Oceanospirillaceae; __Oceanobacter; __uncultured_gamma_proteobacterium
2031	3.47125798389e-05	1.41272868546e-05	0.000140002800056	5.90658732151e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.61609478381e-05	0.0	0.000314843967034	0.000249742911709	0.0	0.0	0.0	0.0	1.99008935501e-05	0.0	6.4119004873e-05	0.000238853503185	0.000205310703531	3.20158798764e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000131173345576	0.0	0.0	0.0	1.24371921795e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000526197098399	1.75263333158e-05	0.00355871886121	8.1592689295e-05	0.000555646347442	1.9333384889e-05	0.0	3.53394352758e-05	4.37866713372e-05	0.000555324170485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Oceanospirillales; __SS1-B-06-26; __SS1-B-06-26
22467	0.0	0.0	2.0000400008e-05	0.0	0.0	9.96810207337e-05	0.0	0.0	0.0	0.0	0.000179222175757	0.0	3.06288094582e-05	3.1444563235e-05	0.0	0.000364099763335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00365280918421	4.91376345143e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000140587656404	0.0	0.0	0.0	0.0	0.00139239229139	0.0	0.0	0.0	0.0	6.06134076858e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.13297288044e-05	3.53394352758e-05	1.45955571124e-05	0.0	0.0	0.0	0.0	3.76166114956e-05	0.000151285930408	0.0	0.0	0.0	0.0	0.0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Alteromonadaceae; __Glaciecola
19712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00305810397554	0.000823651812034	0.000484261501211	0.0689407969413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.78255324576e-05	0.000114468864469	0.0	0.0	0.0	0.0	0.0	3.89650872818e-05	0.0	1.46907595123e-05	0.000537038901755	0.0	0.0	3.98446060365e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011149734374	0.00276112338277	0.0	0.0	0.0	0.000984113594826	0.0	0.0	0.0	0.0	2.0179598426e-05	0.0	0.0	0.0	0.0	0.0	4.6403712297e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87927535142e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.53394352758e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Pseudomonadales; __Pseudomonadaceae; __Pseudomonas
19711	0.0	1.41272868546e-05	0.0	0.000428227580809	0.0	9.96810207337e-05	8.26924667163e-05	0.0	0.0	0.0	0.025569030408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000114468864469	0.0	0.0	2.18521917748e-05	0.0	7.69349130635e-05	0.0	0.0	0.00145438519171	0.000134259725439	0.0	0.0	3.98446060365e-05	0.0	0.0	0.000106865008122	1.99044585987e-05	2.73747604708e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.60891707505e-05	0.000459106709517	0.00071000315557	9.47238798901e-05	0.0	3.73115765385e-05	0.000562350625615	0.0	0.0	0.0	0.0	0.000343053173242	0.0	2.86016646169e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000263098549199	1.75263333158e-05	0.0	0.00065274151436	0.0	0.0	5.70637830435e-05	0.0	4.37866713372e-05	0.0	3.7397157816e-05	0.0	0.0	0.000112849834487	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Pseudomonadales; __Pseudomonadaceae; __Pseudomonas; __Pseudomonas_stutzeri
22464	0.000451263537906	0.000367309458219	0.0005000100002	0.00321909009022	0.000827015851137	0.00588118022329	0.000868270900521	0.0	4.33500953702e-05	0.0	0.0112909970727	0.0	0.00232778951882	0.0112885982014	0.000167490159953	0.0126524667759	0.00605012964564	0.0	0.0	0.0	0.0	0.00191754554171	0.0	0.0	0.0	0.0	0.0	1.46907595123e-05	0.00745141476186	0.351191511567	0.00732150754263	0.000836736726766	3.98017871002e-05	0.00157397691501	4.27460032487e-05	1.99044585987e-05	6.84369011771e-05	8.0039699691e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00150849347413	0.0	0.000473619399451	0.0	0.000198995074872	0.00449880500492	0.00138312586445	0.0	6.70039197293e-05	0.0	0.117808495611	0.0	0.0	0.000138692407978	0.00605601816805	0.00309128379197	0.000278422273782	0.00625	0.0	0.0	0.0	5.94813228646e-05	0.0	0.0	4.18988561612e-05	1.53371880799e-05	0.0	0.0	0.0	0.0	6.98665548802e-05	0.0	0.0	5.25789999474e-05	0.0	0.0	3.26850792613e-05	0.00110200293867	0.013424254961	0.00339258578648	0.000321102256473	0.000185108056828	1.8698578908e-05	0.0	0.0	0.00109088173337	0.000453857791225	0.0	3.67113933809e-05	0.0	0.0	0.0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Alteromonadaceae; __Glaciecola
